date,year,country_code,name,description,primary_type,types,locations,strength
3/21/19,2019,AU,Purim,"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther.",Jewish holiday,Hebrew,All,1
4/3/19,2019,AU,Isra and Mi'raj,"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned.",Muslim,Muslim,All,1
4/14/19,2019,AU,Palm Sunday,Palm Sunday in Australia celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.,Christian,Christian,All,1
4/18/19,2019,AU,Maundy Thursday,Many Christians in the Australia celebrate Maundy Thursday on the Thursday before Good Friday.,Christian,Christian,All,1
4/20/19,2019,AU,First day of Passover,Passover is a Jewish observance of the liberation from slavery and the Israelites' exodus from Egypt around 3000 years ago.,Jewish holiday,Hebrew,All,1
4/26/19,2019,AU,Orthodox Good Friday,Many Orthodox Christians in Australia remember the events leading up to Jesus Christ's crucifixion on Great Friday.,Orthodox,Orthodox,All,1
4/27/19,2019,AU,Last day of Passover,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days.",Jewish holiday,Hebrew,All,1
4/27/19,2019,AU,Orthodox Holy Saturday,Many Orthodox Christians in Australia remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.,Orthodox,Orthodox,All,1
4/28/19,2019,AU,Orthodox Easter,"Many Orthodox Christians in Australia celebrate Jesus Christ’s resurrection on Easter Sunday, also known as Pascha.",Orthodox,Orthodox,All,1
4/29/19,2019,AU,Orthodox Easter Monday,Many Orthodox churches in Australia observe Easter Monday on the day after the Orthodox Easter Sunday date.,Orthodox,Orthodox,All,1
5/6/19,2019,AU,Ramadan Start,"Many Muslims in Australia welcome Ramadan as period of fasting, self-evaluation and spiritual growth. Ramadan is the ninth month in the Islamic calendar.",Muslim,Muslim,All,1
5/9/19,2019,AU,Yom HaAtzmaut,"Many Jewish communities in Australia celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar.",Jewish holiday,Hebrew,All,1
5/23/19,2019,AU,Lag B'Omer,Many Jewish Australians observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.,Jewish holiday,Hebrew,All,1
5/30/19,2019,AU,Ascension Day,"Ascension Day is the 40th day of Easter and commemorates Jesus Christ’s ascension into heaven, according to Christian belief.",Christian,Christian,All,1
5/31/19,2019,AU,Lailat al-Qadr,Laylat al-Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.,Muslim,Muslim,All,1
6/5/19,2019,AU,Eid ul Fitr,"Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.",Muslim,Muslim,All,1
6/9/19,2019,AU,Pentecost,"Many Christians in Australia observe Pentecost, also known as Whitsunday or Whit Sunday.",Christian,Christian,All,1
6/9/19,2019,AU,Shavuot,"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals celebrated among many Jewish Australians.",Jewish holiday,Hebrew,All,1
6/10/19,2019,AU,Whit Monday,"Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday.",Christian,Christian,All,1
6/16/19,2019,AU,Trinity Sunday,"Many churches in Australia observe Trinity Sunday, a Christian feast that occurs on the first Sunday after Pentecost.",Christian,Christian,All,1
6/20/19,2019,AU,Corpus Christi,Corpus Christi is a Christian observance that honors the Holy Eucharist.,Christian,Christian,All,1
8/11/19,2019,AU,Tisha B'Av,Tisha B’Av is on the ninth day of the month of Av in the Jewish calendar.,Jewish holiday,Hebrew,All,1
8/12/19,2019,AU,Eid al-Adha,Many Muslims in Australia celebrate Eid al- Adha around the 10th to the 13th days of the Islamic month of Dhu al-Hijjah.,Muslim,Muslim,All,1
8/15/19,2019,AU,Assumption of Mary,The Feast of the Assumption of Mary is an annual Christian observance in Australia held on August 15. It is considered a Holy Day of Obligation - a day when some Christian denominations are obliged to attend mass.,Christian,Christian,All,1
9/1/19,2019,AU,Muharram,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.",Muslim,Muslim,All,1
9/10/19,2019,AU,Ashura,Ashura is a Muslim in Australia,Muslim,Muslim,All,1
9/30/19,2019,AU,Rosh Hashana,"Rosh Hashana, also spelled Rosh Hashanah, is commonly known as the Jewish New Year. The event begins on the first day of Tishrei (or Tishri), which is the seventh month in the Jewish calendar.",Jewish holiday,Hebrew,All,1
10/4/19,2019,AU,Feast of St Francis of Assisi,"Many churches in Australia celebrate the Feast of St Francis of Assisi to honor St Francis, the patron saint of animals and the environment, on October 4 each year.",Christian,Christian,All,1
10/9/19,2019,AU,Yom Kippur,Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.,Jewish holiday,Hebrew,All,1
10/14/19,2019,AU,First day of Sukkot,The first day of Sukkot marks the start of the Sukkot festival for Jewish communities in Australia.,Jewish holiday,Hebrew,All,1
10/20/19,2019,AU,Hoshana Rabbah,"Many Jewish communities in Australia observe the last day of Sukkot, which marks the end of the Sukkot festival.",Jewish holiday,Hebrew,All,1
10/21/19,2019,AU,Shemini Atzeret,"Shemini Atzeret (or Shmini Atzeret) is a Jewish holiday dedicated to the love of God, while Simchat Torah (Simchas Torah or Simhat Torah) marks the end of Sukkot and celebrates the completion of the annual reading of the Torah.",Jewish holiday,Hebrew,All,1
10/22/19,2019,AU,Simchat Torah,Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that celebrates the completion of the annual reading of the Torah.,Jewish holiday,Hebrew,All,1
11/1/19,2019,AU,All Saints' Day,"Many churches in Australia annually observe All Saints' Day, also known as All Hallows' Day.",Christian,Christian,All,1
11/2/19,2019,AU,All Souls' Day,All Souls’ Day is observed among some Christians in Australia on November 2 each year.,Christian,Christian,All,1
11/10/19,2019,AU,Milad un Nabi,Eid Milad ul-Nabi marks the anniversary of the Prophet Muhammad's birth and death.,Muslim,Muslim,All,1
12/8/19,2019,AU,Feast of the Immaculate Conception,"Some Christians, particularly those of Catholic faith, in Australia mark the Feast of the Immaculate Conception on or around December 8.",Christian,Christian,All,1
12/23/19,2019,AU,First Day of Hanukkah,"The first day of Hanukkah is the start of the Hanukkah period, which lasts for 8 days, from the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Jewish holiday,Hebrew,All,1
12/30/19,2019,AU,Last day of Hanukkah,"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah.",Jewish holiday,Hebrew,All,1
1/6/20,2020,AU,Epiphany,Many people in countries such as Australia annually observe Epiphany on January 6.,Christian,Christian,All,1
1/7/20,2020,AU,Orthodox Christmas Day,Many Orthodox Christian churches in countries such as Australia observe Christmas Day on or near January 7 in the Gregorian calendar.,Orthodox,Orthodox,All,1
1/14/20,2020,AU,Orthodox New Year,Many Orthodox Christian churches in countries such as Australia celebrate New Year’s Day on January 14 in the Gregorian calendar.,Orthodox,Orthodox,All,1
2/10/20,2020,AU,Tu B'Shevat,"Tu B’Shevat is known as the “New Year for Trees”, is one of the four Jewish New Years.",Jewish holiday,Hebrew,All,1
2/25/20,2020,AU,Carnival / Shrove Tuesday / Pancake Day,Shrove Tuesday is the day before the start of the Lent period for many Christians in Australia.,Christian,Christian,All,1
2/26/20,2020,AU,Ash Wednesday,Ash Wednesday marks the first day of Lent in for many Christians in Australia.,Christian,Christian,All,1
3/10/20,2020,AU,Purim,"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther.",Jewish holiday,Hebrew,All,1
3/22/20,2020,AU,Isra and Mi'raj,"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned.",Muslim,Muslim,All,1
4/5/20,2020,AU,Palm Sunday,Palm Sunday in Australia celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.,Christian,Christian,All,1
4/9/20,2020,AU,Maundy Thursday,Many Christians in the Australia celebrate Maundy Thursday on the Thursday before Good Friday.,Christian,Christian,All,1
4/9/20,2020,AU,First day of Passover,Passover is a Jewish observance of the liberation from slavery and the Israelites' exodus from Egypt around 3000 years ago.,Jewish holiday,Hebrew,All,1
4/16/20,2020,AU,Last day of Passover,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days.",Jewish holiday,Hebrew,All,1
4/17/20,2020,AU,Orthodox Good Friday,Many Orthodox Christians in Australia remember the events leading up to Jesus Christ's crucifixion on Great Friday.,Orthodox,Orthodox,All,1
4/18/20,2020,AU,Orthodox Holy Saturday,Many Orthodox Christians in Australia remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.,Orthodox,Orthodox,All,1
4/19/20,2020,AU,Orthodox Easter,"Many Orthodox Christians in Australia celebrate Jesus Christ’s resurrection on Easter Sunday, also known as Pascha.",Orthodox,Orthodox,All,1
4/20/20,2020,AU,Orthodox Easter Monday,Many Orthodox churches in Australia observe Easter Monday on the day after the Orthodox Easter Sunday date.,Orthodox,Orthodox,All,1
4/24/20,2020,AU,Ramadan Start,"Many Muslims in Australia welcome Ramadan as period of fasting, self-evaluation and spiritual growth. Ramadan is the ninth month in the Islamic calendar.",Muslim,Muslim,All,1
4/29/20,2020,AU,Yom HaAtzmaut,"Many Jewish communities in Australia celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar.",Jewish holiday,Hebrew,All,1
5/12/20,2020,AU,Lag B'Omer,Many Jewish Australians observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.,Jewish holiday,Hebrew,All,1
5/19/20,2020,AU,Lailat al-Qadr,Laylat al-Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.,Muslim,Muslim,All,1
5/21/20,2020,AU,Ascension Day,"Ascension Day is the 40th day of Easter and commemorates Jesus Christ’s ascension into heaven, according to Christian belief.",Christian,Christian,All,1
5/24/20,2020,AU,Eid ul Fitr,"Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.",Muslim,Muslim,All,1
5/29/20,2020,AU,Shavuot,"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals celebrated among many Jewish Australians.",Jewish holiday,Hebrew,All,1
5/31/20,2020,AU,Pentecost,"Many Christians in Australia observe Pentecost, also known as Whitsunday or Whit Sunday.",Christian,Christian,All,1
6/1/20,2020,AU,Whit Monday,"Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday.",Christian,Christian,All,1
6/7/20,2020,AU,Trinity Sunday,"Many churches in Australia observe Trinity Sunday, a Christian feast that occurs on the first Sunday after Pentecost.",Christian,Christian,All,1
6/11/20,2020,AU,Corpus Christi,Corpus Christi is a Christian observance that honors the Holy Eucharist.,Christian,Christian,All,1
7/30/20,2020,AU,Tisha B'Av,Tisha B’Av is on the ninth day of the month of Av in the Jewish calendar.,Jewish holiday,Hebrew,All,1
8/1/20,2020,AU,Eid al-Adha,Many Muslims in Australia celebrate Eid al- Adha around the 10th to the 13th days of the Islamic month of Dhu al-Hijjah.,Muslim,Muslim,All,1
8/15/20,2020,AU,Assumption of Mary,The Feast of the Assumption of Mary is an annual Christian observance in Australia held on August 15. It is considered a Holy Day of Obligation - a day when some Christian denominations are obliged to attend mass.,Christian,Christian,All,1
8/20/20,2020,AU,Muharram,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.",Muslim,Muslim,All,1
8/30/20,2020,AU,Ashura,Ashura is a Muslim in Australia,Muslim,Muslim,All,1
9/19/20,2020,AU,Rosh Hashana,"Rosh Hashana, also spelled Rosh Hashanah, is commonly known as the Jewish New Year. The event begins on the first day of Tishrei (or Tishri), which is the seventh month in the Jewish calendar.",Jewish holiday,Hebrew,All,1
9/28/20,2020,AU,Yom Kippur,Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.,Jewish holiday,Hebrew,All,1
10/3/20,2020,AU,First day of Sukkot,The first day of Sukkot marks the start of the Sukkot festival for Jewish communities in Australia.,Jewish holiday,Hebrew,All,1
10/4/20,2020,AU,Feast of St Francis of Assisi,"Many churches in Australia celebrate the Feast of St Francis of Assisi to honor St Francis, the patron saint of animals and the environment, on October 4 each year.",Christian,Christian,All,1
10/9/20,2020,AU,Hoshana Rabbah,"Many Jewish communities in Australia observe the last day of Sukkot, which marks the end of the Sukkot festival.",Jewish holiday,Hebrew,All,1
10/10/20,2020,AU,Shemini Atzeret,"Shemini Atzeret (or Shmini Atzeret) is a Jewish holiday dedicated to the love of God, while Simchat Torah (Simchas Torah or Simhat Torah) marks the end of Sukkot and celebrates the completion of the annual reading of the Torah.",Jewish holiday,Hebrew,All,1
10/11/20,2020,AU,Simchat Torah,Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that celebrates the completion of the annual reading of the Torah.,Jewish holiday,Hebrew,All,1
10/29/20,2020,AU,Milad un Nabi,Eid Milad ul-Nabi marks the anniversary of the Prophet Muhammad's birth and death.,Muslim,Muslim,All,1
11/1/20,2020,AU,All Saints' Day,"Many churches in Australia annually observe All Saints' Day, also known as All Hallows' Day.",Christian,Christian,All,1
11/2/20,2020,AU,All Souls' Day,All Souls’ Day is observed among some Christians in Australia on November 2 each year.,Christian,Christian,All,1
12/8/20,2020,AU,Feast of the Immaculate Conception,"Some Christians, particularly those of Catholic faith, in Australia mark the Feast of the Immaculate Conception on or around December 8.",Christian,Christian,All,1
